policy_name,baseline_policy,reveal_seed,n_budgets,policy_wins,policy_win_fraction,policy_auc,baseline_auc,policy_minus_baseline_auc
stochastic_normalized_fragility,uniform_step_balanced,101,7,2,0.2857142857142857,0.005405952335234691,0.00539649711895304,9.455216281650802e-06
stochastic_normalized_fragility,uniform_step_balanced,202,7,2,0.2857142857142857,0.017268844845705567,0.012639605600510704,0.004629239245194863
stochastic_normalized_fragility,uniform_step_balanced,303,7,2,0.2857142857142857,0.012099827493018883,0.00907970257512294,0.0030201249178959423
stochastic_normalized_fragility,uniform_step_balanced,404,7,2,0.2857142857142857,0.009335031913968988,0.007332424863556044,0.0020026070504129438
stochastic_normalized_fragility,uniform_step_balanced,505,7,4,0.5714285714285714,0.01894917219843688,0.027403867809493773,-0.008454695611056894
stochastic_normalized_fragility,uniform_step_balanced,606,7,1,0.14285714285714285,0.014024902182447339,0.009797518508068401,0.004227383674378938
stochastic_normalized_fragility,uniform_step_balanced,707,7,3,0.42857142857142855,0.01183453514224716,0.010443820733288055,0.0013907144089591057
stochastic_normalized_fragility,uniform_step_balanced,808,7,3,0.42857142857142855,0.008362417082162734,0.012590400646346343,-0.004227983564183609
stochastic_normalized_fragility,uniform_step_balanced,909,7,3,0.42857142857142855,0.013012119264007855,0.008510083406422363,0.004502035857585492
stochastic_normalized_fragility,uniform_step_balanced,1010,7,3,0.42857142857142855,0.007554456006029723,0.007551689053113603,2.7669529161196763e-06
stochastic_normalized_fragility,uniform_step_balanced,1111,7,2,0.2857142857142857,0.009068020511226385,0.009861612140035336,-0.0007935916288089508
stochastic_normalized_fragility,uniform_step_balanced,1212,7,4,0.5714285714285714,0.010392677807095218,0.013260948023792645,-0.0028682702166974265
stochastic_normalized_fragility,uniform_step_balanced,1313,7,4,0.5714285714285714,0.023472266241971605,0.024981355422110326,-0.0015090891801387216
stochastic_normalized_fragility,uniform_step_balanced,1414,7,3,0.42857142857142855,0.015453004467472461,0.01787987905677242,-0.0024268745892999603
stochastic_normalized_fragility,uniform_step_balanced,1515,7,2,0.2857142857142857,0.011118573477271953,0.009199048334478807,0.0019195251427931454
stochastic_normalized_fragility,uniform_step_balanced,1616,7,3,0.42857142857142855,0.013638995207969962,0.01115980844332495,0.0024791867646450118
stochastic_normalized_fragility,uniform_step_balanced,1717,7,3,0.42857142857142855,0.007615534966548807,0.0088329001787965,-0.0012173652122476923
stochastic_normalized_fragility,uniform_step_balanced,1818,7,1,0.14285714285714285,0.015552402729207626,0.009314648468348835,0.006237754260858791
stochastic_normalized_fragility,uniform_step_balanced,1919,7,0,0.0,0.01772470636358636,0.013085732735178402,0.004638973628407957
stochastic_normalized_fragility,uniform_step_balanced,2020,7,1,0.14285714285714285,0.009921938401743387,0.0051155120706784935,0.004806426331064893
stochastic_normalized_fragility,uniform_step_balanced,2121,7,2,0.2857142857142857,0.018411800283930274,0.012362971710702622,0.006048828573227652
stochastic_normalized_fragility,uniform_step_balanced,2222,7,2,0.2857142857142857,0.007109673017952709,0.005792671324515204,0.0013170016934375053
stochastic_normalized_fragility,uniform_step_balanced,2323,7,1,0.14285714285714285,0.008492882397481156,0.010936734073130951,-0.002443851675649795
stochastic_normalized_fragility,uniform_step_balanced,2424,7,1,0.14285714285714285,0.02223185456220991,0.018874310810656693,0.0033575437515532165
stochastic_normalized_fragility,uniform_step_balanced,2525,7,0,0.0,0.010472381861383799,0.0043640965954638376,0.006108285265919961
stochastic_normalized_fragility,uniform_step_balanced,2626,7,0,0.0,0.020669168603654645,0.007441626030346719,0.013227542573307927
stochastic_normalized_fragility,uniform_step_balanced,2727,7,3,0.42857142857142855,0.012081111342313038,0.013773174718225308,-0.0016920633759122707
stochastic_normalized_fragility,uniform_step_balanced,2828,7,0,0.0,0.014934560014023891,0.007959662435646029,0.006974897578377862
stochastic_normalized_fragility,uniform_step_balanced,2929,7,3,0.42857142857142855,0.01841341073360088,0.01765982706993635,0.0007535836636645282
stochastic_normalized_fragility,uniform_step_balanced,3030,7,2,0.2857142857142857,0.02333031768477737,0.019431712868937055,0.0038986048158403154
